$MOCA Stakers Top List
Generated on: 2025-07-14 23:29:52
Contract Address: 0x9a98E6B60784634AE273F2FB84519C7F1885AeD2
Token Name: $MOCA
Total Staked: 295,922,713.01 $MOCA
Contract Paused: False
Total Stakers: 2616

Rank | Wallet Address | Staked Balance ($MOCA)
562 | 0x490D419d7a90bd96d7979F86E5Ec560a55f7d2c6 | 54,142.92 $MOCA
563 | 0x1f648b364A8c8cdc679D0C77e60fd263Fd1D9da8 | 53,990.35 $MOCA
564 | 0xBDE204a765Af1131A7BfC4B1d4d2c0bb45a6071B | 53,911.47 $MOCA
565 | 0xe21e1768dafdB86dBA2C93e9B34bdC9f13464a69 | 53,645.08 $MOCA
566 | 0x68e33A587f1d697c5e0f8b8794cFA304B41a61e2 | 53,496.36 $MOCA
567 | 0xB98Bf34814687f7F8fC344BbE0AdA1b550434b50 | 53,387.87 $MOCA
568 | 0xEc59F968352AfC57C2562A5ba64cd2dCdDbDBCD6 | 53,384.61 $MOCA
569 | 0x4D10aBa42B710bDFBf5AcaF3ea9724dB94C36FAc | 53,237.38 $MOCA
570 | 0x2dF03775b120A966a9dc78d6c0262e20eD9697F0 | 53,131.62 $MOCA
571 | 0x35B0D0e2cc3fd2F861B9ceD7f6000F007DA3884d | 52,924.71 $MOCA
572 | 0x06fe6D22EE588bA88C2349FA7d9Ad3149C0c57a3 | 52,718.56 $MOCA
573 | 0x4D394709010193bcE1e60725c8595e723215429A | 52,650.24 $MOCA
574 | 0x2F1639A9FB465Ef5331B4CDf3A43F2C5d0687dD4 | 52,413.14 $MOCA
575 | 0xdD7e758206324F9Cf278c64113c31fa5bB141843 | 52,089.16 $MOCA
576 | 0x64C10C1B129051A0404D6272351ADD600297a145 | 51,849.63 $MOCA
577 | 0x2f06B0Dec1E996a7a9615B8E6948f28978108Bf7 | 51,618.07 $MOCA
578 | 0x86Ed7b240c31faDda3de1BFA1C7351909D06b571 | 51,580.51 $MOCA
579 | 0x5984bb82F11171cb1DC2287E2A6935c44D491538 | 51,506.30 $MOCA
580 | 0xfaf8838b40Ffe1a3B813301359FAcf4A9eBC62E9 | 51,483.44 $MOCA
581 | 0x529Bf60Eb8Cd3Ee8bB3E42Cc7C82db5fc948A66b | 50,901.66 $MOCA
582 | 0x5858d523DCa58049F68bC5df579dc8444Bc11743 | 50,612.72 $MOCA
583 | 0xAd1d1739ffdC32fa4572E926FEd62bcFa91D2029 | 50,606.14 $MOCA
584 | 0x8C2E67Bd3D0f432eF75D9AE6623Cd0DFbCE66050 | 50,485.43 $MOCA
585 | 0x7D7857F507E98B3495027f7f9BB826225034a2C2 | 50,006.44 $MOCA
586 | 0xB1a6d4A7DFD8e38F0d851a11788203677E954b31 | 50,000.00 $MOCA
587 | 0x95f4B26077C8E3e25dA9eB295Aea85B04b9C967b | 50,000.00 $MOCA
588 | 0xc85B8092Ed32C1e581662C26b19bdb456870D0E9 | 49,989.51 $MOCA
589 | 0x5DF8349045D3Bab29031008e46781B41E0403816 | 49,938.97 $MOCA
590 | 0xAff0F12F3d583C30B256C3d756Db5E58e08f4C25 | 49,900.01 $MOCA
591 | 0x8e2f3f0007C2059ced43e39d875fff22FFd18800 | 49,795.45 $MOCA
592 | 0x578A4e4a432cFfdd270D998DA827031C11C6377e | 49,677.68 $MOCA
593 | 0x9c098f51e471dB522843acD466334033DD1986Cf | 49,658.64 $MOCA
594 | 0xe0c47AbEa945481026992f11B21C953eB558E640 | 49,354.50 $MOCA
595 | 0xDEE11451D446F864cD112Bea5fA8798b7870f887 | 49,349.34 $MOCA
596 | 0x25954B95ea02Df586e07688De9543eEa5BaE31d7 | 49,011.39 $MOCA
597 | 0x5eBa361D96b57926F3C47bec163E526c6Fc07720 | 48,733.28 $MOCA
598 | 0xaD9e8a415aa231fe00B51237b793245f484cC685 | 48,600.32 $MOCA
599 | 0xd9Fa0B8012635ca75490852081C3873B0C65CF8F | 48,590.47 $MOCA
600 | 0x6A42a2B53f320421846a98e0531f01B917D329eF | 48,295.69 $MOCA
601 | 0x8f0C29149Dff11d0206A52A07a9288648D4b0dcb | 48,205.58 $MOCA
602 | 0xF1bB8D41B0d2780BC451519190dccb963C9B0A79 | 48,000.00 $MOCA
603 | 0x9347Ea27d20da04fA3AF9444EBD086C73Ff6553b | 47,752.98 $MOCA
604 | 0x15122c7235b25472c7EAfe56c7413dc8f924e9B8 | 47,443.10 $MOCA
605 | 0x7B62BE880E400478A5C56618d94F9bA73CfDAB16 | 47,227.04 $MOCA
606 | 0x1e0b625f4b2258062DF522DbB76a1Bdfb87fC1FB | 47,039.90 $MOCA
607 | 0x380446dAc931615F5AfeDC48c6d3b2055C02065D | 46,666.05 $MOCA
608 | 0xDde0b6EEC2B51aBD36908766fbfF9C6b1FcdF2e8 | 46,648.31 $MOCA
609 | 0x319eA9A4fd2A189002765316CDEf8360c1F98Ea2 | 46,327.66 $MOCA
610 | 0xf48a2f26b59cD2CdC1F0Ff79187E164Ff6f5cEfD | 46,326.08 $MOCA
611 | 0x779E86D1F03477e17e0766F1287B65E2C32DCA1D | 46,300.03 $MOCA
612 | 0x8B96460CB5f38E198F8Bb6E925f35DADEC246398 | 46,208.34 $MOCA
613 | 0xd45Ae6A8B8A26845106594c72A9382B179A8e2D3 | 46,035.00 $MOCA
614 | 0x6d66DCD65a69311ae5635d58f8b86ca1B731ADBD | 45,930.01 $MOCA
615 | 0x6d5d4fb55c61019c5eb9236c3da58c774B8232D1 | 45,834.88 $MOCA
616 | 0x8170bB7a39F8aC847b65b9805b6c4b7F48F02470 | 45,745.12 $MOCA
617 | 0xEE6fD33712790a08F3559e86357008F0DC89ee99 | 45,709.62 $MOCA
618 | 0x274B8A9f4Cd7dC52Dfcb54B0680933F2186dB3a3 | 45,590.07 $MOCA
619 | 0x54F42e41749e7d21bA7C4A572a88666b4FDa29b9 | 45,488.52 $MOCA
620 | 0x52E34ecbdeC57c8e81c86db3021435131481CEF2 | 45,402.70 $MOCA
621 | 0xD4c2FE8E691a5d47d3925a3a086C6e2A5B15c7de | 45,218.25 $MOCA
622 | 0xfBbc81DAFB7dFB677e05B4C8f406123C46826095 | 45,000.00 $MOCA
623 | 0xa9cA87F8cF499d7EBbc75Ea20211cAb115590552 | 44,907.27 $MOCA
624 | 0xE9080edC4A763c79C668fc766f02F8699419Acac | 44,772.82 $MOCA
625 | 0xa8592C84CF19Da718f9fFF3F8aFc9872678228f6 | 44,768.40 $MOCA
626 | 0x25c30049B55dE10F6B07F9Ce27d78667957FECb8 | 44,697.30 $MOCA
627 | 0x136440189AAcE7A9e29f3C3e38297012AA013632 | 44,301.70 $MOCA
628 | 0x61Ac113b8Db33c86928C851988720B667f1345c5 | 44,245.03 $MOCA
629 | 0x15Fd28fD3A646702455D6ec6C5AF7075550c095d | 44,210.83 $MOCA
630 | 0x68ca4ffB6B58DD5fF115f08ac145deC00eE1a2Af | 44,182.37 $MOCA
631 | 0xb79F3F3c76D4c74a3C7BC8eD52Bae493194930D5 | 44,125.91 $MOCA
632 | 0xCf36F7ba41c23De0DF2B519673535f6b4cCd5f48 | 43,970.09 $MOCA
633 | 0xcdD0aa3B4bcE435D2F674e484b4FEe7C9E4B0570 | 43,791.21 $MOCA
634 | 0x2167abe1e4A582BF533bF25C3c5d28dE17cd29Ea | 43,756.83 $MOCA
635 | 0x47b1AfEd11436D5614e6C8cb027cD3580b1c5733 | 43,547.24 $MOCA
636 | 0x916b0395E409Bdcda99294fB5094D3492c0933Cd | 43,438.01 $MOCA
637 | 0xfD3d2D27BE9C637530e53E44CEDFf62FC4Ba352b | 43,313.49 $MOCA
638 | 0xC343B96D534Ec8144F212A689d619D4571283219 | 43,165.96 $MOCA
639 | 0x76b474eD560ccE966e0a807613cd74B070eb5c70 | 43,101.10 $MOCA
640 | 0x0c3fe2B025D16386fEC2270b575d26b49870c787 | 42,860.88 $MOCA
641 | 0xac3A1a4cc57204B457507D0d05dcFc1d40dd0d3f | 42,725.43 $MOCA
642 | 0x9D2dbD4b1ee3925377D4422996Ea44B577D21c96 | 42,622.73 $MOCA
643 | 0xF89781113619352f3e6ae78f271a281a388c31ba | 42,572.95 $MOCA
644 | 0xB6325631fb40E8dEcBB38BB9052d8fA65137993d | 42,498.43 $MOCA
645 | 0x2294476a8b4D6C5b7f87C3a1e6c823f6117C45C2 | 42,315.51 $MOCA
646 | 0xE2FAaDeA564b2A43EBf38ec5F679069dF92642E9 | 42,157.33 $MOCA
647 | 0x89A80A410b1a0fCC91eda1FC8A4f7245ca183b6f | 42,062.20 $MOCA
648 | 0x9415098FC6684f2Ef80730419ec54999C5c84825 | 42,039.89 $MOCA
649 | 0x80BacF5ce09aC4A403e5580382B770B26805a16C | 42,000.86 $MOCA
650 | 0x9aba17c328E8f388159De34aB7816666e9cBC666 | 42,000.00 $MOCA
651 | 0x1C95201A4d9e21a3e1f70BD26771c8d026252203 | 41,958.29 $MOCA
652 | 0x8faC31d5fa22C106f61F7c0Edcb7a4016aD226eC | 41,950.00 $MOCA
653 | 0xaF2E919B59734B8d99F6Bc1f62Dc63d6519d14BC | 41,906.42 $MOCA
654 | 0x5D22c79a2B7c2CE33a697992a64dd4181f9CDc68 | 41,621.74 $MOCA
655 | 0x1cD50dF53eA17c2b98A18fD65dE2Df173339296E | 41,599.83 $MOCA
656 | 0xF06B10cC81d64D2F01Ba789D24426DB7cf23cD20 | 41,430.58 $MOCA
657 | 0x87513320f99621170EBBDC04f4c1f64D4261C653 | 41,360.00 $MOCA
658 | 0x01CFdEBE6d9fe3143A9f1Fe5bcd59663e8F78Eb6 | 41,355.00 $MOCA
659 | 0xbe622091b9c7fe76D3eA89a49d21354189F824d5 | 41,272.38 $MOCA
660 | 0x03F521ab1D88A36dFEED95EC3DbAeB7a8a27098a | 41,232.89 $MOCA
661 | 0xAee746B8091813644b3Eab5F0cB9556Ee81DBBe6 | 41,122.99 $MOCA
662 | 0x001aBa7087F49a135FFB121A40684416824E9C34 | 41,050.40 $MOCA
663 | 0x307b2edF6408c0f2a1F7B8c6e8Fc55f81930Efa0 | 40,786.25 $MOCA
664 | 0x5C77Dc8Cf5C589D0E8FBC789eaa221cA7f4D154e | 40,770.68 $MOCA
665 | 0xaD5880aA69fA646E1fD1cE6B5eB3d6D5F184Cceb | 40,731.68 $MOCA
666 | 0x8B78a7FBEdD40Cf90df567f384931EEE1aa44525 | 40,691.70 $MOCA
667 | 0x7BEe83c57F530438C88bA44c5430ddE175A27Bf8 | 40,670.11 $MOCA
668 | 0x4ADe4038736Ed186bee80f3fA8a7Bf931126F72C | 40,637.09 $MOCA
669 | 0x725E75F17d9abBe1b37239b0549BCEF56C4afCcA | 40,391.66 $MOCA
670 | 0x4E5a8C7DA50087a9229da9Ccd86c9E1c4C1770Bd | 40,294.43 $MOCA
671 | 0xD5316b47dbC9b667bD3EC652Af9E3dCe77C496b2 | 40,024.61 $MOCA
672 | 0xa3a0Ff3d4037Ab1B3e8Af90B6fe73d04345200Da | 40,008.78 $MOCA
673 | 0xb617caF5a7e2BdCf46510D5808F7452221Daa410 | 40,000.00 $MOCA
674 | 0xd3D27b35bf301b9bCB01E0784FE9FD1Ee80EB04d | 40,000.00 $MOCA
675 | 0xe05AdCB63a66E6e590961133694A382936C85d9d | 40,000.00 $MOCA
676 | 0x73221ab3c959aE777d96A40fECFfd6D8a3c05F9E | 39,659.89 $MOCA
677 | 0xfD38575ce6F819969fE417F5c207733897dd4b2b | 39,564.70 $MOCA
678 | 0x5501872a79D4B56631D9eB9432b1A2c948896C20 | 39,505.33 $MOCA
679 | 0x6013a352aB61f42cAD387456591295B9d7A0CD3d | 39,413.24 $MOCA
680 | 0x3BC11640641dA7Dcc49bE9fc5bB75257475768E5 | 39,372.40 $MOCA
681 | 0x8B474E615BE7a0650673d315BDe030fcA0Ec091D | 39,338.53 $MOCA
682 | 0xA8612ae7EE0533Aa103F08F965dBC01C844B0FBf | 39,233.80 $MOCA
683 | 0xEB3094285f32204B530C1A54B9f9e696CD1734b0 | 39,228.73 $MOCA
684 | 0xbEd1b32C2415F125a54A27d954c40895481ED8aB | 39,170.28 $MOCA
685 | 0x8F639f70C7AA4e5CB66436B14B2C31aD097B4a03 | 38,940.73 $MOCA
686 | 0xcF307BBc1887EB53d0381C92a9C57F4389E39af3 | 38,929.30 $MOCA
687 | 0xc0E72Ce55a146Ce89B1343C0bAb3455Bbbe32CAc | 38,614.05 $MOCA
688 | 0x80ed3Cd810A33c39eD57B3F2cEa3F095E90A1592 | 38,570.31 $MOCA
689 | 0xb9f2b37E871b231e21223814458feC962c921176 | 38,379.21 $MOCA
690 | 0x34f93AD08d4CC72C3357C436C7627266c9eC4566 | 38,274.41 $MOCA
691 | 0x81077DEA57DecabFBbEB8648aDca22d42D106C8c | 38,225.38 $MOCA
692 | 0xFfc9A5ECF39dbA2bF0b8b2c4D843bFD70B1A6082 | 38,172.25 $MOCA
693 | 0xe663099001D2650f4916CB81310992FEDc4a9176 | 37,813.83 $MOCA
694 | 0x0a98022b09beCbF8d06FAE42FC8C167D9aaD55CD | 37,813.43 $MOCA
695 | 0x92698Fd3AfA28080ACa7606D0Bc49b92DC7E51CD | 37,514.66 $MOCA
696 | 0x9B19bb1fbe8978D8A2454cC3b812DBf1341E03B3 | 37,348.68 $MOCA
697 | 0x544E50Dd7ebc0BEB52b3ddea5Fdc0721c8FA02e5 | 37,344.78 $MOCA
698 | 0x23ECe553D984b91Ec6F05D3B1529787CadF4c01c | 37,235.64 $MOCA
699 | 0x43Fff20076F4d15CEE0ACAc4714483874fce8C16 | 36,988.55 $MOCA
700 | 0x93e5FDea32f4533946F0840938E533b22dc586bD | 36,896.95 $MOCA
701 | 0x67A1966785C1B6979f66157272D95c2C73bbd106 | 36,881.15 $MOCA
702 | 0x81c1c17Da3171f2A6d76C2442fB3b77743D83A70 | 36,742.42 $MOCA
703 | 0x63d3a78446b89a84bEfC166F07b1dbe67B1AE659 | 36,477.10 $MOCA
704 | 0xdD43e88415692f31842F4487579DeB337f3E5A8C | 36,390.71 $MOCA
705 | 0xcA6CD13723b25033c225a5D4C3e4e6C5Ed059290 | 36,359.56 $MOCA
706 | 0xB075980c2e0e61EB779ac63b6Ba7BEca19eac0d3 | 36,281.43 $MOCA
707 | 0xa6933767d7B69d11Be880698eBA5c06BC35a3Dc8 | 36,244.37 $MOCA
708 | 0x3AbD97abF613c866e92Aee891Fa1d0e78f1d9D15 | 36,191.02 $MOCA
709 | 0xbE5072933fCA2523Ea9b060937c4b784405933dc | 36,135.28 $MOCA
710 | 0x7aD3A7ae4C2fE67b2Bb72b9Cf67EE9f49Bb46c99 | 36,084.46 $MOCA
711 | 0xf54AD07b2cc4cD3C31017128D2b2B9C78e168F93 | 35,998.85 $MOCA
712 | 0x8672f7C9E345385AaDe6C3ca28849d95D79477de | 35,989.20 $MOCA
713 | 0xdE438a305fA86fCBAc945367FC4402406542172F | 35,628.01 $MOCA
714 | 0x38379Cf3F9d91755bAB5a9896Ce60E738Eb886Ca | 35,596.47 $MOCA
715 | 0x81482cd0c8DB6917ebd09548892a86aD997d1a30 | 35,561.20 $MOCA
716 | 0xd7bA00854B7002B44Db2c1247998447ceF475770 | 35,553.05 $MOCA
717 | 0x217C7A061CCa1c617aD9879136dbb5b9d1f23685 | 35,538.98 $MOCA
718 | 0xed19638C7218054dA24AfCf4ca96cFAa5A4641a4 | 35,507.27 $MOCA
719 | 0x6458559c5489f3B9274de69294B8C1AbDDa867Cc | 35,458.15 $MOCA
720 | 0xc63d81C09208dE883804FA0c8900f237E4011717 | 35,426.89 $MOCA
721 | 0xdC73D8938e5A0cD63a8203A9A295ccC6Fc29bD0c | 35,364.18 $MOCA
722 | 0x5ba528D957e034c4b71501Fb5f90F46Da5BedaDD | 35,332.26 $MOCA
723 | 0xebf2626467EA52A3439E070c41292bF7843DA367 | 35,330.40 $MOCA
724 | 0x6AFdFB70a98b4309a76F96Fbd596e3a41561C3eD | 35,109.51 $MOCA
725 | 0xCd54B86Aef4677fc64BDd7e139aE8DE0600e7810 | 35,095.67 $MOCA
726 | 0x9f71f90A4ceBe35C1d971448f13323dEb7A1909E | 35,019.65 $MOCA
727 | 0x02fEF8e09Bd782d7a0628e9bb5f56977fD2D4802 | 35,004.76 $MOCA
728 | 0xE0FA33027f26A999421Da0cE9Dd20Fc050849DB3 | 35,000.00 $MOCA
729 | 0x41e1db439FDcdD3F73A4539AC76E8DF56679Ea3D | 34,828.90 $MOCA
730 | 0x5c58f6dCA0b56c53CFB151E803849BB7f2F3725c | 34,659.29 $MOCA
731 | 0xec79AEa537Cfd40922339De31e38fEA410e814ac | 34,562.01 $MOCA
732 | 0x83A26c0abDE7dFE39fbc062c198B9DfCF4BDC782 | 34,487.00 $MOCA
733 | 0xF79C0057d760E890C7b918BC10ef86ea5cb7226B | 34,442.97 $MOCA
734 | 0x4b2f3D3BC39Ec1c71Bc1DF9F18e0b44590dEf7FF | 34,432.83 $MOCA
735 | 0xDb260FF6BBa3bF6BA367C50D3bA7e9b7498B8B27 | 34,427.77 $MOCA
736 | 0xeB462E6121eD505Ed7d8F715540F336B7608b8d0 | 34,232.41 $MOCA
737 | 0x571d7549B81B8F999D9692064B2f80856bd29416 | 34,101.60 $MOCA
738 | 0x5253B43B9dC391F847b2a26fC597E907Ca0148F2 | 34,000.84 $MOCA
739 | 0xA75B1d44a216974E8C1815BF3Cd9AAC5D262403b | 33,972.65 $MOCA
740 | 0xd47026405968AE3d4A2D36E3147d2264Bbf63fF6 | 33,910.26 $MOCA
741 | 0x3AEE43c265902711D3129d3Acd0665F5Ca3D1531 | 33,799.31 $MOCA
742 | 0x440c7EFe7fDD489c39B12ad0Fb8A8263c062ca72 | 33,609.00 $MOCA
743 | 0xdFB3f203a768F91E204895245719Cc73bECB4507 | 33,609.00 $MOCA
744 | 0x52EAd4DE444B07d317466e89b3d867d5Bde56A3e | 33,595.93 $MOCA
745 | 0xB6d788865fD41E4CC3CbfeF327E59EA13491a742 | 33,497.74 $MOCA
746 | 0x26D5c2bD940389859151f9e65C22Ef478d4cc203 | 33,452.26 $MOCA
747 | 0xE2e429fb01deE8782f68A5A7787b3959BE67aF54 | 33,405.17 $MOCA
748 | 0xd284078E08544AD49c8d1ECd2aA28802C1707a5a | 33,403.22 $MOCA
749 | 0x350b391dED47C1b31ec81B10c70D3d52cC07D9a8 | 33,094.62 $MOCA
750 | 0x48348C803Ac7E07347436755dB05B2f3884fFBBC | 32,996.26 $MOCA
751 | 0x568b47151865198395259dE634d05C3111776FAd | 32,890.96 $MOCA
752 | 0x911C01f00018BF0857Cdd080a1FC4D9A01422241 | 32,880.45 $MOCA
753 | 0x53A3e5b71be26B4D616d5b7dd18995357eE1b292 | 32,821.91 $MOCA
754 | 0xfd9Ae53f271da721d44fFEa799211df1CbcF80bB | 32,811.48 $MOCA
755 | 0x7b9b0C0D50df4e80738a8769bB32A87da9f09B5C | 32,743.35 $MOCA
756 | 0x61fFC2a00766Bb411911148d0ce5f53071cc847d | 32,643.73 $MOCA
757 | 0x49dac9055a62C5ce0F83d1759ACeC8F73fe40C75 | 32,554.95 $MOCA
758 | 0xEFAF0A1e08271fb3da78906d8663B3e35D301D7e | 32,402.99 $MOCA
759 | 0x6dC226f502a79118e5A7804Bb040CBDf0703D8D2 | 32,389.97 $MOCA
760 | 0x5b9dD808D08F336A7C98F823AF1932b3FF02a88f | 32,370.50 $MOCA
761 | 0x6cC4eAD03B6FDa979fA33b40546BA5D09C35396A | 32,349.88 $MOCA
762 | 0xf375983FDe88E07CbA4E9508FA4407A79a977846 | 32,310.90 $MOCA
763 | 0xb1fc724A10be01a91C4794c3852e8bD22a0c24bd | 32,229.92 $MOCA
764 | 0xe9ab9C9f52a5cF6A0D544A354543E11276Bea954 | 32,173.15 $MOCA
765 | 0xb7524E57BA970A0256A45828c5ceAA6aeE4Eacbf | 32,148.55 $MOCA
766 | 0xd420c7Ab22f57F234a7A2240AFd4C5b487da88c9 | 32,135.85 $MOCA
767 | 0xEBF4761D221B37471007decC1DC9dA26b7962d40 | 32,120.59 $MOCA
768 | 0x7a5B1FF7A1be8E36227C8DaF65550dD312A12d53 | 32,110.26 $MOCA
769 | 0x8777cB6566Bb90a9cB95aFBf1f9897a653a0f1f3 | 31,909.96 $MOCA
770 | 0xB9849fD1cf43bEc2556d73b1A6E75906a85aB22d | 31,895.26 $MOCA
771 | 0xEb94D605069EC5577ffFAa0988772aFbA38641c1 | 31,891.74 $MOCA
772 | 0xf2bDe418010Ebb17b40329B5c8c1D685364e5331 | 31,885.04 $MOCA
773 | 0x311d014F285F92710A1F6A1a943bF129ec36AFF6 | 31,851.56 $MOCA
774 | 0x2dea3670BD198eE838De65C27f4e4c3a94d4d68C | 31,851.56 $MOCA
775 | 0xdAD4173E17E254BB87edB7b78f11377Fc8496ca1 | 31,851.56 $MOCA
776 | 0xbADC9F0AE9E075329D936D70944416C7C87A4fA6 | 31,851.56 $MOCA
777 | 0x89093209ab937317e20Aba8BF65f3A4F9D231f14 | 31,830.34 $MOCA
778 | 0xCDdb52BA6c0A53C361E5609887c90C3480bAFE0a | 31,825.16 $MOCA
779 | 0x4aa311B1A3CBf1eeD6082d6a0403B82DBE0BEF6B | 31,783.92 $MOCA
780 | 0x328809A567b87b6123462c3062e8438BBB75c1c5 | 31,767.11 $MOCA
781 | 0x9F9a3B3Bb8693b897D888f97CE894Bb7f1195aaA | 31,741.10 $MOCA
782 | 0x63C696931d3d3Fd7cd83472Febd193488266660d | 31,734.23 $MOCA
783 | 0xFc4d803a346Ef8ed99aB7a585c5503a7578e1a49 | 31,585.28 $MOCA
784 | 0x63d52223bEccB4042667189767d7f0d6A785D871 | 31,392.94 $MOCA
785 | 0xad157400965e7DbF837d6F0416839C6ef7033965 | 31,308.09 $MOCA
786 | 0xf2Dd4f1bc357a08AC0BfB601EDBB2ea85e3d70b6 | 31,290.00 $MOCA
787 | 0x8357b66F74363E926de4186A449f365707c7fbad | 31,248.60 $MOCA
788 | 0xE5F329eEb5Dfa9223f84f9Db841aBE9C3C408358 | 31,179.30 $MOCA
789 | 0xDb9E9c36eA1c25F1B8d204A6b476C40bD6350545 | 31,135.04 $MOCA
790 | 0xAd3FffeE131AAf9fE1038d921D66652c192083d2 | 31,134.86 $MOCA
791 | 0xaB2Dd970E9a4647D4F86E98f902dBdf58c459e66 | 31,099.82 $MOCA
792 | 0xc6a53bF65Fd1303Fe28296a476A738BccC3F750C | 31,062.92 $MOCA
793 | 0x7Ec3843A96189C3F70AA13260392C51756710aaf | 31,014.66 $MOCA
794 | 0x360d5031a22306ce8CE1Bfc9153702Ab66B7D202 | 30,986.99 $MOCA
795 | 0x3180BDeeeC62AF846be72aF351BCcfD5c73a4c25 | 30,985.43 $MOCA
796 | 0xA67d80E5Dc5b21ADd670e2F26Af99C8cca0F09A0 | 30,955.05 $MOCA
797 | 0x71E70A39fC2600b952036c99D858C7030cFf384C | 30,949.37 $MOCA
798 | 0x61Ae781E5B603D4ec7A8F9C79CD0547791d07732 | 30,835.83 $MOCA
799 | 0xE6030d4E773888e1DfE4CC31DA6e05bfe53091ac | 30,835.83 $MOCA
800 | 0x134153C9d154297332782Aa54586e21FFE6F5a1b | 30,835.82 $MOCA
801 | 0x439fFD7512babb710Fc3ebba865758f85d45F2a2 | 30,835.82 $MOCA
802 | 0x41CB5F6d25B5569267a77Ba2D15A2dE370151F29 | 30,821.64 $MOCA
803 | 0xA2eEC7C8029C14a9E9FDd2071dAD7E1df616951e | 30,821.64 $MOCA
804 | 0x21BD7E4aD6e0a6c6a4440B733b96aDA45566AB7F | 30,821.64 $MOCA
805 | 0xc8BA28507aa7F1825dB28a7882402D616ad7F562 | 30,821.64 $MOCA
806 | 0x23DE2E757dcCD197cd4895f71c8Db6A9ACe7A57c | 30,821.64 $MOCA
807 | 0xBFebCBc12C7A1F019e13d5E3392BC8C73eE78250 | 30,807.45 $MOCA
808 | 0x9162cB62bEFEcf40dA0d917e40B8a7093FAd0304 | 30,807.44 $MOCA
809 | 0x84b7fb79D5BB97C4CD4C78d749708cdDA302b66c | 30,800.00 $MOCA
810 | 0x5E15C112b2A498d2B35d73F95Fba2984E8978aF4 | 30,779.06 $MOCA
811 | 0x36f903A599E838722B5B8DE7E34643802920a67a | 30,779.06 $MOCA
812 | 0x9c46dF4e95D9ee647849B1460b750EAE24F48270 | 30,779.06 $MOCA
813 | 0x9046d57546460dCBb9CC1B3f92d94Cb8b56a5c0C | 30,779.06 $MOCA
814 | 0x95c3017d268BE2d2Cc0dFf162CB1CDA8399497A5 | 30,779.06 $MOCA
815 | 0x964fd5383DFdbFbd54224dE9F773E5aC7bDb0086 | 30,779.06 $MOCA
816 | 0x91218d8F9BB60dd21bdF00591641491Cd967C353 | 30,779.06 $MOCA
817 | 0xf23c17100f4Ba7b38F4950A84A5a06b6bF851D06 | 30,779.06 $MOCA
818 | 0x540a0027509B1C9aA0a2c5C65491cC97083E16de | 30,722.95 $MOCA
819 | 0x614678ceE4C2501DCE6820e15d53BbcC16C32BA6 | 30,722.29 $MOCA
820 | 0xC883A79E8e4594C4f89434EDb754a10Da2311139 | 30,693.90 $MOCA
821 | 0x5b90B317AdE6841f663342342d900766889A48D5 | 30,693.90 $MOCA
822 | 0xEd86C3B9cf76904a8630EeA67be4499bf6b94B0A | 30,618.66 $MOCA
823 | 0xe2dBb69353d6482bB9FCC357Bb07F2D7A1459E2F | 30,594.55 $MOCA
824 | 0xe1E8E1dA9c86B102D3cCDF5bDEd677D1Fd92d949 | 30,551.97 $MOCA
825 | 0xdD13769DE01d71cA0FD0cDfb0F3a53b0B5562Bd1 | 30,538.75 $MOCA
826 | 0xFd447fBB9A845E8A3a1658Bc9A8173472f79998f | 30,526.52 $MOCA
827 | 0xed5830FfEE37bCEC6b1125906c971d24377CC05D | 30,494.71 $MOCA
828 | 0xf7223bbd8eDDd4910bf706D9147629496bB079F2 | 30,481.01 $MOCA
829 | 0xF56A18ffE0246bE3F728a573290A83a2843142ba | 30,466.82 $MOCA
830 | 0x7dc052cd46B4627007b81087E51C3bF0f73293F9 | 30,418.65 $MOCA
831 | 0x9c690Ef099376bF54711B03F69C4e4808B749751 | 30,410.04 $MOCA
832 | 0x7015657583801E14fEc506F69f2798fed3846a1c | 30,381.66 $MOCA
833 | 0xE86B712D88939d5419A3337dFd2A06a51359D991 | 30,354.72 $MOCA
834 | 0xc75f1Ad2EAef79b729c8dD8bCBAeddd893F5a761 | 30,182.96 $MOCA
835 | 0x9ACAa334BdB51787358Dd41f47E5e5c2eFBE8625 | 30,182.31 $MOCA
836 | 0x398161e02D621dF4C186F84b8f0c520fF9112b0C | 30,140.38 $MOCA
837 | 0x154ED4902D391B5799c6C49131Ef3407FF93D6a7 | 30,138.87 $MOCA
838 | 0x0756f4870814d2aD4B83f2D94a320dc1660F9c0f | 30,126.19 $MOCA
839 | 0x1c39ebF9EC583A4B141BEe3caCB07e46ec5eB2f2 | 30,010.95 $MOCA
840 | 0x95C6d0f794b9c629C94b1Cbd9bbF4c290D326F99 | 30,000.00 $MOCA
841 | 0xC912883F4457be8eae99bB0E228F7846108861B6 | 30,000.00 $MOCA
842 | 0x0bEe0B7d855E4D4c450587BC244317414166CdBa | 30,000.00 $MOCA
843 | 0xaf469C4a0914938e6149CF621c54FB4b1EC0c202 | 29,953.54 $MOCA
844 | 0xaA638A5426ad0904Cc52E161B4A4832168eb9D40 | 29,838.44 $MOCA
845 | 0xBE386C14838EBC8Bea20Ee424db43Aa13Ec61b29 | 29,830.13 $MOCA
846 | 0xc0D62872DFbe3EAfCE157c1b767f216530E79974 | 29,808.27 $MOCA
847 | 0xaaE32d2fd3e3dA9092C45017ee0420d96A38F768 | 29,799.75 $MOCA
