$MOCA Stakers Top List
Generated on: 2025-07-14 23:29:52
Contract Address: 0x9a98E6B60784634AE273F2FB84519C7F1885AeD2
Token Name: $MOCA
Total Staked: 295,922,713.01 $MOCA
Contract Paused: False
Total Stakers: 2616

Rank | Wallet Address | Staked Balance ($MOCA)
1413 | 0xe3B14f5c84143f82967753A41333d79715413FF7 | 8,163.13 $MOCA
1414 | 0x5a8C20aD66Ac17015c03ee43f316E36e0505BDCE | 8,137.60 $MOCA
1415 | 0x77E30A49b9D4F8c0722c7FF3887a187FF1A3471d | 8,121.59 $MOCA
1416 | 0xfDA5EA8d4821351605cd9dA5C21853eb6e6F520B | 8,088.48 $MOCA
1417 | 0x3CDa60cD454322c753Cb6F665b25a1be47b0915A | 8,087.11 $MOCA
1418 | 0xFB01207F25045194B9a3110f1658E9b8C82b78bb | 8,017.97 $MOCA
1419 | 0xC3982bB3Ab16974efB7fF8DECe1b4049BC208F9a | 8,000.82 $MOCA
1420 | 0x3E05EcB563c694f7DC4bBF3C62be46972B686ee7 | 8,000.00 $MOCA
1421 | 0x4979609e41d382A001bFc554B0d9898aeeC4D960 | 8,000.00 $MOCA
1422 | 0x323b875e17742868695f686355A155e795236aa4 | 7,953.86 $MOCA
1423 | 0x220bEDDD5DBa3df709853A7b4adbA52d94856444 | 7,932.20 $MOCA
1424 | 0xDB8e7B0846e075a0ddBd7EE6A70e2399D081b182 | 7,912.00 $MOCA
1425 | 0xc7e77294E89417Ee894A17518dbB3d009664825D | 7,883.63 $MOCA
1426 | 0x7F0d8507Fe62a4C0110C0d99995EfBAA6d3bda95 | 7,759.66 $MOCA
1427 | 0x44a5998F087E05E73bCA891D585232a8D9465F7E | 7,638.11 $MOCA
1428 | 0x3dcc583aB2630432759C4EE3379E55cF0faF3A5a | 7,587.28 $MOCA
1429 | 0xADF01b8b2CB02b6021F8795b7e7DddD1066a45e2 | 7,429.74 $MOCA
1430 | 0xB9ba93a6E1E13A86BF61C1cF7b30E5d5199118fA | 7,406.25 $MOCA
1431 | 0x9c57247136f873E7fE0120cbaE911458c57ce224 | 7,403.74 $MOCA
1432 | 0xF30661A09BEc65F6bB1aeD84Ad7f7cEc7B2C760E | 7,394.26 $MOCA
1433 | 0xcc3128B68941D854bB25F540C6b6C8C31f2277c0 | 7,362.44 $MOCA
1434 | 0xf56dA1212Dcab99BA6d096daA7D45DDf2CAF33B8 | 7,343.11 $MOCA
1435 | 0xbc34e23248062bCb6a0479306ea3522B7552de04 | 7,279.53 $MOCA
1436 | 0x38aCC90d556329231D542EF8c43Ae06F83BCb096 | 7,271.29 $MOCA
1437 | 0xA273A30567f2265269d8E69eFB009eE769B0bde5 | 7,235.47 $MOCA
1438 | 0xeC64285C59A4509d6F8F7E1F871a77CA8c6F4F1a | 7,222.83 $MOCA
1439 | 0x7677bA5f03b2Cd237e6d255fCB77893f94294337 | 7,175.47 $MOCA
1440 | 0xbC61796f8E1aa76429Fb667b3cdfae1BaD8c660B | 7,125.29 $MOCA
1441 | 0x7d35eC6A301D107fc4a35b2D103d7aBB54af09E9 | 7,114.28 $MOCA
1442 | 0x77BeAeD6FBb22236E775E2d812dB8864FcB25378 | 7,097.08 $MOCA
1443 | 0x1BA1fF69F03d38Af7ef40E3afDc53ad073eb4642 | 7,071.90 $MOCA
1444 | 0xA435444a3C1A484795c4dded01E404500c3A8292 | 7,051.81 $MOCA
1445 | 0x3d68FaB06be1d95951eFbFf810Fca02ff6394426 | 7,050.50 $MOCA
1446 | 0xc4bcb71F79d3D864F1f4bf6521CCE5b55980a64f | 7,006.08 $MOCA
1447 | 0xd71d374197e9640D77F7f741dB3dB4046F9883c0 | 7,000.63 $MOCA
1448 | 0x3a1E92c04193891A7DE5A729D860D8A440cB40b5 | 7,000.39 $MOCA
1449 | 0x693644B4dd7d1de29401daEC05f0c99126Df8C25 | 7,000.22 $MOCA
1450 | 0xEE56Cf884f35Cbc458e5d3625a1ef8a6E3fa47C7 | 7,000.00 $MOCA
1451 | 0x143c09082eF3dF0eB8Ac7Dc179b4abC4db20e473 | 6,982.85 $MOCA
1452 | 0xedF211877F5f4Ed2e76D1eb52d98A02d1ED5629f | 6,979.80 $MOCA
1453 | 0xa43957922eEAc9412B549A5e1ec57aF27D089Eb4 | 6,967.29 $MOCA
1454 | 0x1692FBe2Dd05232e86b2821fBf9633799659a021 | 6,964.40 $MOCA
1455 | 0xc9eBef779416Fa05214cAdaA3435ceE41b600086 | 6,935.02 $MOCA
1456 | 0x3818258d808c1ccb256a73845b4fDF9CcB8e1895 | 6,860.64 $MOCA
1457 | 0x32506B58Ef3B83212064c8C70D49c2875f369D49 | 6,834.46 $MOCA
1458 | 0x0FeE699dDc689Ac6d6bA3645f37bfE95c215AaD7 | 6,833.36 $MOCA
1459 | 0x81c568f9BfE33b336C48d677CE7f1C2C68e63c4D | 6,822.09 $MOCA
1460 | 0xc564b0Ae164a660C3bE2881ee55711502Eb89bC8 | 6,814.72 $MOCA
1461 | 0xeFB6A6c7Fb465580a23205e69c5c1a25c93FC08C | 6,783.67 $MOCA
1462 | 0x851374FA4312401d89Eff27E866c81BBBA048ca2 | 6,753.26 $MOCA
1463 | 0x95F8A00f264C4a4320C7563d1E187BDb63F15F79 | 6,748.20 $MOCA
1464 | 0x68cEea3eD136493B0a80695899084293adFca33D | 6,717.95 $MOCA
1465 | 0xc6F2320Ef348442f200454407d0f37E80cdFa1c1 | 6,716.67 $MOCA
1466 | 0x94520E2F86afD790263715f727d0d35F533f2A36 | 6,709.82 $MOCA
1467 | 0xe017017f32EC8ee7EF2887aAa81D4Cd01C0Ee0A5 | 6,708.00 $MOCA
1468 | 0xe9137A9C82F569C6Bc24b4F4Dd705D63171C2610 | 6,683.71 $MOCA
1469 | 0x25DCB477BB033CdfF705A02bdB2022d36D2EC7F4 | 6,664.65 $MOCA
1470 | 0x99Fd65697C1c0f60194D658819837f32C0B7DED5 | 6,656.53 $MOCA
1471 | 0x614Cb6E523A938e4899D8E6330aC3D75AAA1bfE5 | 6,654.40 $MOCA
1472 | 0x98f5fE445C50e2d4227B7331395121b1C5c21799 | 6,638.82 $MOCA
1473 | 0x4d246e41D7131fF60cD533C13bD2aaFcE7aB1265 | 6,570.61 $MOCA
1474 | 0x489daAe7f267312CdCa739156Ec826dE5da4Eb7b | 6,568.04 $MOCA
1475 | 0x8FC6ec0Db5397F3b11af077ca9b2BE2Eb5461825 | 6,564.49 $MOCA
1476 | 0x93A8aec21aadC7EB12af2a9A5e8a7Fc1F2247805 | 6,494.48 $MOCA
1477 | 0x4EB10B7a2AAD8232f5a8aE570f0Ab0e8baa4ba52 | 6,476.54 $MOCA
1478 | 0xcc3D78813aa316aa3D93F9a689F199a6b4eeEc3a | 6,452.00 $MOCA
1479 | 0x93cA92fe021FCb75331214B2C9f79D65D05a62aE | 6,437.58 $MOCA
1480 | 0x2756e6ebdBEbC3419f355A7C1301D42AE674B4A5 | 6,424.80 $MOCA
1481 | 0xB78bc232D9882B3F2b54714700dff93f50f33fe4 | 6,387.25 $MOCA
1482 | 0xAb52Ef38E528CC2a34d14772114E8382D87C71bc | 6,350.34 $MOCA
1483 | 0x25380E45AF7F8a0aa6D21AF2ABa956E5d9938A28 | 6,339.52 $MOCA
1484 | 0x048a0F98A58Fe4db9aC4c49610783537AD2E3495 | 6,332.27 $MOCA
1485 | 0xD15eC18d14820B4498040546f14e3AaeD89d40f4 | 6,296.89 $MOCA
1486 | 0xe92994Ae06270c9f556BD5Cc909538f7a027a0d7 | 6,223.50 $MOCA
1487 | 0xC00B4126d8e7E1b288a964bb5601f153055DDb46 | 6,179.76 $MOCA
1488 | 0x2E08EA360c0c27e1e878b11e1AF2da859DBBa733 | 6,105.00 $MOCA
1489 | 0x6c8e20ef03ee9b0Ee849b92137cEcEA582956050 | 6,102.15 $MOCA
1490 | 0x69C9089c9dF3a74c66eC07b92D75FCB84d1EC46D | 6,070.71 $MOCA
1491 | 0x940c8B40c9c2383094804b5DEF77a7680b7878Cb | 6,052.84 $MOCA
1492 | 0x08888FdfD75D972b7DFeF568324F1B6C07d05052 | 6,051.09 $MOCA
1493 | 0x07A79284f66bC5f297eAD80d8364036c9ddF2f7a | 6,042.62 $MOCA
1494 | 0xE674F6B5d12fB53D0CCdFF3D0DB68Ab409CCba20 | 6,035.07 $MOCA
1495 | 0xBAc0562B3bD068c4BCcd68AF36Cb5c689221484B | 6,032.84 $MOCA
1496 | 0x64019C64d22535115FB308F6f367958Bfa0d146b | 6,024.24 $MOCA
1497 | 0x0605E8930F6c6A46b8D326f9c10d4aA8a035D812 | 6,010.53 $MOCA
1498 | 0x7EF9F06bc42ef357A3532e2809ed0645BD56dbA7 | 5,939.18 $MOCA
1499 | 0xCb337BF4437FD0498F0337bc9f657DC7711a4187 | 5,938.98 $MOCA
1500 | 0xDa33E1b4e0F98C0EDd9124A6f0aE67Ef62b0A612 | 5,924.78 $MOCA
1501 | 0x242d4Ca904584bc37c177D66b9d9DE486A44aC74 | 5,909.36 $MOCA
1502 | 0x2C5DF377Bb0cE1354Ea0096E4ca0FEEaDF7079bf | 5,891.94 $MOCA
1503 | 0x7a52FAF6EaAf79F52dC50583E61d315724acA1Dc | 5,862.02 $MOCA
1504 | 0x909C3F8905d7131a6105099673eA53Befc3B904B | 5,841.36 $MOCA
1505 | 0x06caa9D296E6B5f87296134e898d04d65bCF124c | 5,832.08 $MOCA
1506 | 0xD8b3e55a5c5D1B2fc960adA0f7cEAf439e091a11 | 5,820.28 $MOCA
1507 | 0x9D6d254287922f9A96b23B2B9f74c735C9F655cf | 5,807.29 $MOCA
1508 | 0x1CF62c24b96B5Af322DFcC1B16009EDc491aB291 | 5,770.01 $MOCA
1509 | 0x0bB42Cf3BcB937eB2558f5d3502c8cF1AC91ff67 | 5,754.15 $MOCA
1510 | 0x709bDC21e1032A4b83c622309d17E56f5E701997 | 5,752.81 $MOCA
1511 | 0xE11FD7DE032310F6b9165e7205146669Bc58b861 | 5,742.17 $MOCA
1512 | 0x82fEFda5EB48d65862aD79e005196EeC78248155 | 5,734.88 $MOCA
1513 | 0x872fa0a699E95724cE6e6D87252d6a51c138820F | 5,727.57 $MOCA
1514 | 0xAB548f756bc06637fCB88AAF5F6b393848bED603 | 5,676.08 $MOCA
1515 | 0x4444E18a05281913aaC8E24f7c476f38093f57b8 | 5,656.97 $MOCA
1516 | 0xe7cE5c674966d0e934120597ca586484C6f6C205 | 5,645.30 $MOCA
1517 | 0xC937C1AAA5A2B1feb5BDaB76Cda58382EdE9b016 | 5,614.78 $MOCA
1518 | 0x5564740D1f6fb0c67D418A1AcF63D8CeA868954e | 5,571.98 $MOCA
1519 | 0xB5BEebBFB568be3d5d7AFc7C35CAC5bC517a1fA4 | 5,566.65 $MOCA
1520 | 0x19BfB33E2af7e46532A103FA323143d43361dd9f | 5,532.08 $MOCA
1521 | 0xd55FA663ccb89133eB63b0fc88174DF664C9E739 | 5,525.50 $MOCA
1522 | 0x41d696F4E99540DBb8B32cD6509763353c1e6914 | 5,508.82 $MOCA
1523 | 0xf8a693d32642cE325E93737fFcB59C3e8F42890c | 5,501.58 $MOCA
1524 | 0x336ccc61Dbf75Fe2C1AC1468b4AE56636A568672 | 5,475.40 $MOCA
1525 | 0x475E3e69fAfAeea1ad65015bD15691eB5E32aCdD | 5,447.09 $MOCA
1526 | 0xbeE55b5808311ca6EB152dA5aB5222DC11982632 | 5,419.90 $MOCA
1527 | 0x670f3D8E3DBB4F719d27064fa09288fbc285601b | 5,418.25 $MOCA
1528 | 0x4C94c8D24D28AAD57F1723dF8e98d61e42e8FA4e | 5,383.55 $MOCA
1529 | 0x444e418D3ea07Cf0fAAC0039625B3B42Eb5Cb171 | 5,339.03 $MOCA
1530 | 0xa02523BC0b759383F2e22bCCD2b32Ad46797a917 | 5,331.28 $MOCA
1531 | 0x3F773372DC9345a6A470D415A1DEDfBFc27eD476 | 5,303.00 $MOCA
1532 | 0xA3E5eeEDDe7f3BEB5240053C641802FD58487C55 | 5,235.92 $MOCA
1533 | 0x7311a6c0b4Dd1A2D5D908923438399e28A9F2b22 | 5,228.20 $MOCA
1534 | 0xdd30bF574B599fc87c0FbdfF7ed035a4017B15d1 | 5,100.00 $MOCA
1535 | 0x628eA111406A68f4EC00cA3587843Ef0058BA6f3 | 5,064.72 $MOCA
1536 | 0xA4Fb6a0Bf22e64f83273D5426822333FBBF04D5B | 5,060.09 $MOCA
1537 | 0x9B2b50125B535C99Fc6c2b7F38a4d7D2c984Fa65 | 5,058.93 $MOCA
1538 | 0xc6af78140f953fa3e275C6e3191cB6913a9D2070 | 5,053.40 $MOCA
1539 | 0xB5Aa9Fa06bF6Bc1CCabdb76AC7473264aB31e974 | 5,041.32 $MOCA
1540 | 0x5Fa87e6416a218174DC1a427717295c2Fee5a494 | 5,030.00 $MOCA
1541 | 0x752BF240E036Df62207470D41Dbc8EBe5B1AE7c6 | 5,030.00 $MOCA
1542 | 0xEf43305F6B7ED2AB3D230255A8958bc5fdCc2B42 | 5,029.47 $MOCA
1543 | 0x31Afe4807a6d511aD13046a8D9e7fDb25E5b95Ad | 5,028.53 $MOCA
1544 | 0x2f9989a5Ae2a9bF22F5E711dB5959881C786f551 | 5,014.59 $MOCA
1545 | 0x0eeF91AA38f034760feb216aF4e6BE2cB18A3b01 | 5,007.69 $MOCA
1546 | 0x39276B220960612ec8E2f1381abce2E607d861A0 | 5,006.00 $MOCA
1547 | 0x0E3a6Ce3Ba18D11c118Ce615d21CdBD784c93658 | 5,005.00 $MOCA
1548 | 0x21A8EE38FF3Cb21CC26BfC717905f5c217D7c836 | 5,002.46 $MOCA
1549 | 0xAdc9A18966fA61a42687d32a6AD3936D67F06394 | 5,000.17 $MOCA
1550 | 0xE55b54bA8a5d8617fC58Ea6D5E0FeE58E25E3b72 | 5,000.00 $MOCA
1551 | 0x7728F3D2416dC0C6b363362301adA72e98FF1956 | 5,000.00 $MOCA
1552 | 0x236382F4B652cb58C2fE50eab375593B29c2198e | 5,000.00 $MOCA
1553 | 0x953f6740220f03E59C2E6624FA61CFeE534CE5cF | 5,000.00 $MOCA
1554 | 0x2c4fC3b1BA61880d407aAb095545118d9c741871 | 5,000.00 $MOCA
1555 | 0xE21731fC3c6e81Bc08A551A6331A5429f023fEf7 | 5,000.00 $MOCA
1556 | 0xf7fFb0CF5d00C01445375283946FDd4f26ba7e27 | 5,000.00 $MOCA
1557 | 0xE207F830Fbd72497bc8A09d36EF8a64e94c643f9 | 4,999.97 $MOCA
1558 | 0x709D8F910D1524aBd7Ca59CE728504135234B65a | 4,989.10 $MOCA
1559 | 0x4Eb12DEd1F755E4522eee894d95C7AB8f594D818 | 4,981.09 $MOCA
1560 | 0x4DA8672e35bE27c891Ee55fe5cD9530d0024741D | 4,969.01 $MOCA
1561 | 0x622A5e3b8219FE4e55618Cf57079883bd33D663F | 4,956.85 $MOCA
1562 | 0x6d03833eD2D9d06DcD27C3b9Ca19B84cCA97bF37 | 4,934.95 $MOCA
1563 | 0xd3Af78368E97f5e3Dd668A41792CF4600E39b79F | 4,931.29 $MOCA
1564 | 0x0cB9EbcF1b6A64057C4830275A7CAdfe47441374 | 4,918.24 $MOCA
1565 | 0xDD5EC47BeA2676d0bF9f4B899A2F9a20f159d180 | 4,913.89 $MOCA
1566 | 0xC6d075831325A4d678c72E856aB354E885845333 | 4,904.56 $MOCA
1567 | 0x63f4624775f845d4Dd7c6486EE0aF0BA54deAd62 | 4,897.05 $MOCA
1568 | 0xBe1cE788a273450478aca3af0781d82100892D0b | 4,882.37 $MOCA
1569 | 0xD9C667eBC6F856034b325ae3161dd11607bca9b9 | 4,868.28 $MOCA
1570 | 0xF4f63901c972f7B3b1dD986cf1d15754972f8d08 | 4,830.00 $MOCA
1571 | 0x4c315E922dCbbB76dC1a2270AaECfC78dd7b50C2 | 4,812.59 $MOCA
1572 | 0xdc251578b1C16B65787879384EE7d09Ee4EC23D5 | 4,802.46 $MOCA
1573 | 0x68d1107Ee21Bc0F99a3d68D92D5e4021DA6dE38A | 4,798.24 $MOCA
1574 | 0x3562A4Df9Fb30d7B1cb1447C24eaA9B540EdFCD7 | 4,791.78 $MOCA
1575 | 0x42AEFfFC3b68E503862Dd131e183aA37bEd904c7 | 4,788.06 $MOCA
1576 | 0x5F605F12Ce2fF540E9D5cB7B12d66623C23b1E94 | 4,784.91 $MOCA
1577 | 0x4722FCb934F40956930b6d537b4D121f488C6D59 | 4,771.29 $MOCA
1578 | 0x095a7fd3014eE22B7c6E33847776d7f0E1E64733 | 4,756.82 $MOCA
1579 | 0xf4aC6f705d31a504853eF59eBB22Cb751902107d | 4,749.08 $MOCA
1580 | 0x322CEFD45Fa8cD4dA9f54271ee1C167CF1921AFD | 4,747.65 $MOCA
1581 | 0xe04a6Fcae9e4eDc74BD8a1B649F0ABCfE4c0B5a8 | 4,728.53 $MOCA
1582 | 0xCDd7684850dbE2aDf61e5E92595aCD0F90d33EB2 | 4,728.53 $MOCA
1583 | 0x758229C1C53AE59b5c68faFD1A3b87E18CC0226c | 4,653.46 $MOCA
1584 | 0x9EA3518ecf326ED51b20b736e65547b31d23163b | 4,623.66 $MOCA
1585 | 0x8b1dA8fEfC6B4c91ca58105B3857281127FDB660 | 4,614.62 $MOCA
1586 | 0x8B91d071fBADc33D5d0456d30907Ef8D105738E9 | 4,611.13 $MOCA
1587 | 0x0B13a9E4c7d176cc549975229d9090157D4Fb7d7 | 4,611.13 $MOCA
1588 | 0xa95425Eb0a21aEDbDA669d78eC0BfF87c3156BA9 | 4,611.13 $MOCA
1589 | 0xC705EE66610636e799e035eeCa0DB3556E90fe3D | 4,580.42 $MOCA
1590 | 0xDA6A1536Ae2B9D2660F065358dbD84E5F56245F2 | 4,569.83 $MOCA
1591 | 0xc01111374133129cc17eA8062e65195b50e37CD6 | 4,569.83 $MOCA
1592 | 0xd06F0B41B9d5fdCf3342f458f1CD5d598c88da3e | 4,569.83 $MOCA
1593 | 0xEA5eC5173731A2AA5a3C0FEEd6Da9EAf4DE89805 | 4,569.83 $MOCA
1594 | 0x13F4066005fA05dBFF257af49034f0AfB827AAE5 | 4,569.83 $MOCA
1595 | 0x454be65A7820BdB695e948a2324545bb7a5b196d | 4,569.83 $MOCA
1596 | 0x23B733C4907939699E2e992b1467872918E6f582 | 4,569.83 $MOCA
1597 | 0xA0Ca84833242544B9184722530e2d05C1E622371 | 4,569.83 $MOCA
1598 | 0xc31856102C4e4D3D04E7398aa46b9F1b160622F0 | 4,569.83 $MOCA
1599 | 0x075B399748143b8EBa2b3E93e3c3C6EE7Bf9a6bB | 4,569.83 $MOCA
1600 | 0x2a5a80B7F47E8EAcaD51a7FC37B3aB0Cf57e99bb | 4,569.83 $MOCA
1601 | 0x01BD2C05c8bE20afc182F6A3E3Be159151e79719 | 4,569.83 $MOCA
1602 | 0xe1CDf3D734D3CF23ad422547759AAf0fb9e49788 | 4,569.83 $MOCA
1603 | 0x477F5552885200821C2dC4eD24a49D75382d7998 | 4,569.83 $MOCA
1604 | 0x5079EFDDD01D888f2d3131758E32a0e4956CC537 | 4,569.83 $MOCA
1605 | 0x1C7557e80c2B422fD8f370754AeA7e5780D07297 | 4,569.83 $MOCA
1606 | 0x8256BEb9DDbC215639C03ee0c9512A4D464421EE | 4,569.83 $MOCA
1607 | 0xd773cb3589Bc24DF725bD129E0CcF4F6B13b6d4F | 4,569.83 $MOCA
1608 | 0xedF6e33e7F714c3bC7450229CcBc32874d20245f | 4,569.83 $MOCA
1609 | 0x92187f7c5A3be1746E28b28470e5992AbaD01A9B | 4,569.83 $MOCA
1610 | 0x6FC5A4de2ed770f37F4F7a2155E417D056B436c9 | 4,569.83 $MOCA
1611 | 0x83df084496f33E1A789026644641F1950F8AB4b8 | 4,569.83 $MOCA
1612 | 0x0C2eB31BE716435a8F561B7eee5c1a1Fb3B7271A | 4,569.83 $MOCA
1613 | 0xBd851EB21Daf064400759b439d9E54f85b589769 | 4,569.53 $MOCA
1614 | 0x8A2FE32ed4deF4266F7616a248CffA220Ef989B3 | 4,569.53 $MOCA
1615 | 0x18B1Dce2530856AE4e795fB5d8be1fA956DC4371 | 4,568.53 $MOCA
1616 | 0xd8f96C7B5a31387e007fF88C43dC37Bbf12f0732 | 4,553.14 $MOCA
1617 | 0xb6379a5d5D6ad334Ec971FfDC3028DEcA9a59799 | 4,537.00 $MOCA
1618 | 0xedBbCBeb79C0c11BDcf501912D572679B5e8c1a5 | 4,536.00 $MOCA
1619 | 0x306bc11B4B1aE2e573bd75aFeF9c277615995dc7 | 4,528.53 $MOCA
1620 | 0xcF6C93C401F657ED54d2B97Dd73a3e9a66C64EB6 | 4,528.53 $MOCA
1621 | 0xAF7A57D20093FE8f552F0b8514a4d939E681E061 | 4,528.53 $MOCA
1622 | 0x73c40f934307b8b08142936e422c5EDD73c77079 | 4,528.53 $MOCA
1623 | 0xDc088e374d555F5a4e01a8AECC0eb22bc7b4CEc0 | 4,528.53 $MOCA
1624 | 0x8CD626b0173Ce70816e3D618fE58F950A3De5705 | 4,528.53 $MOCA
1625 | 0xd0fb649032eDa7b176f1512CdA3d1Ac316b77a93 | 4,528.53 $MOCA
1626 | 0x93A0F0a0aE51EbbF55DB560414081D09Df30508a | 4,510.00 $MOCA
1627 | 0x09449e652D1BA6B9b7ebC472B825ce4e14f22ea7 | 4,508.58 $MOCA
1628 | 0x604eB5D4126E3318EC27721Bd5059307684F5C89 | 4,498.71 $MOCA
1629 | 0x345EAFD9257068eD5a2f448722E0957b578e3707 | 4,484.13 $MOCA
1630 | 0x842E9F60e0134dcA9C6Bd83dBFDd54bb8161C5E4 | 4,462.62 $MOCA
1631 | 0xB5Dd16F777d836089De26E03C0F0E03DA7B9698A | 4,426.16 $MOCA
1632 | 0xC6C966478A2f676a28b7dbb497e8C2f21488Fb41 | 4,416.03 $MOCA
1633 | 0x8486B3DcB620782ff799C2Bc2b237D8DDf1217EA | 4,413.82 $MOCA
1634 | 0x1F33c0EDbE591A2194978069c40BDDF8c2059A5E | 4,309.99 $MOCA
1635 | 0x4AF66098d6331c74f1c17D166267DBf12b801Fd9 | 4,266.53 $MOCA
1636 | 0x00495aCCDC2650422E3eAAD6e94A2E8CcA7e37ce | 4,263.26 $MOCA
1637 | 0x6847f4B2304DFdce408b0E3f122B7C39706a76C9 | 4,254.57 $MOCA
1638 | 0xD61431cBb57E1aFA909b4346760F05Ac7776Dc13 | 4,248.44 $MOCA
1639 | 0x3aff39a76d775D7cE1C4153c7e68849fefD5f22F | 4,223.13 $MOCA
1640 | 0xf414214F5dc888bD0cB82EE7862376c41656Cf0f | 4,218.08 $MOCA
1641 | 0xeFaBD1630E67b0A77d8982112e4Fe8ca2A70810A | 4,216.33 $MOCA
1642 | 0x6Ac5a8D0203b9Cc4752647f2aA4aA87C7f290774 | 4,208.54 $MOCA
1643 | 0x289F5E8aF95211B192D3ab8bfb42FaB3d6d70D1E | 4,191.29 $MOCA
1644 | 0x96aBCa2c6934e6887E9e58C48b421d608357e3B2 | 4,186.93 $MOCA
1645 | 0xEb687b13217f7DcB784784201b8C36B6c813715d | 4,160.53 $MOCA
1646 | 0x345963BACeb9F4755D90067cAC1c6f8039D7856C | 4,145.69 $MOCA
1647 | 0x9A69BcB18E7ab6e1B7F42f3a23eda00669B9daBE | 4,075.01 $MOCA
1648 | 0xedBF5c24b999Afde37E30ef36a52e21337389E4a | 4,074.96 $MOCA
1649 | 0xF6B5eF000B4ad7E031fd0496442FD7b020ebdC6f | 4,055.15 $MOCA
1650 | 0x5A8378d0076029F38E93161618159BaBB7ABcDF4 | 4,051.30 $MOCA
1651 | 0x9f6D258218bc36D44DB4523320d5Bd60cAdF9382 | 4,011.68 $MOCA
1652 | 0x023E97762b7671DFE080eBCbe008371Db0CeAa0d | 3,991.74 $MOCA
1653 | 0x1FF526804bE3dCfd93bf5cA8d278C87F16E30eB5 | 3,985.15 $MOCA
1654 | 0x0317A7229571009751cEE937cdA01869CeaBa7Ba | 3,930.00 $MOCA
1655 | 0x50857659012a3cDfF1bE71B256360F55fb21F7a1 | 3,922.34 $MOCA
1656 | 0xE0b12670F01d1EEE3b5297FB72A08F66264118d2 | 3,904.30 $MOCA
1657 | 0x4AB3b5ed49ec18F0A5C7a6857E6520F3d2005296 | 3,903.55 $MOCA
1658 | 0xb643A4b3fCcEea20B84FebCEA3F94Bc5FB192a85 | 3,897.47 $MOCA
1659 | 0x061cEfaF2F3b1d39d790dB9584673E31868D18f2 | 3,879.61 $MOCA
1660 | 0x1313dEc5bD5D175749A3BB8124dCD70FF40C24b3 | 3,825.23 $MOCA
1661 | 0x39857bC901D069160Be285d76360D50C31e095a8 | 3,822.80 $MOCA
1662 | 0xA1E3Efb5A4e8C3F034Dbf73108869B11bc805b35 | 3,817.07 $MOCA
1663 | 0xb06145Bc400005e39509A43ca62F521476aA7D4f | 3,811.31 $MOCA
1664 | 0x216672985729463b38F0aFFa183c532961c2dcE4 | 3,776.19 $MOCA
1665 | 0x7b65E9a5C8f5B788D487A227039c8Dc51bFf6e33 | 3,750.00 $MOCA
1666 | 0xDE0Cb28fDB51B09b660d04D34d3c4843D735600c | 3,736.64 $MOCA
1667 | 0xE73AeAE47a4b4E6231d5Fb43312b8eAcbD8a41a6 | 3,721.79 $MOCA
1668 | 0x46715442b9527744EacF65c3aF5421b52099b180 | 3,705.50 $MOCA
1669 | 0xf807B6cb10DBc17C467E9Bd42dC660a0F7Ae4e32 | 3,690.00 $MOCA
1670 | 0x60d4dD03FcA377816c959fF89033FFC8Af4efad2 | 3,680.92 $MOCA
1671 | 0xD9f162E4cb055b34a79B48eFe01FF622B827218c | 3,663.35 $MOCA
1672 | 0xAeaB550553cA8BC6b81A1E2C375F59e588CfF120 | 3,641.99 $MOCA
1673 | 0xa15656Ecd7bd4d6A7A84Ac01101b48276022cC69 | 3,640.00 $MOCA
1674 | 0x7d0C59B979b5c8737BC8DF72671a939e1edf7dCD | 3,631.79 $MOCA
1675 | 0x482478E67ffb8107efE0eFe6d916876b7A456A42 | 3,630.00 $MOCA
1676 | 0xcdB2f26c5C61bC0a76166e9959d1832339987080 | 3,617.67 $MOCA
1677 | 0x270c424bD6bc8450cAC9e7042569A310352FdE63 | 3,580.00 $MOCA
1678 | 0x709370A6936c5E672a0756dBd2b3E175f6012E8B | 3,560.43 $MOCA
1679 | 0x679260AB43480C412FeCD862e49CC3B1A82CAeD0 | 3,542.29 $MOCA
1680 | 0xd61C2B20Da31460F448084E6ff4430C527C82e8b | 3,531.30 $MOCA
1681 | 0x0DB1F7897F8F237806B2339EE640e3af71a1F3ca | 3,530.00 $MOCA
1682 | 0x35710863097b61cF21AABe061Feff534a6Ac44A5 | 3,530.00 $MOCA
1683 | 0xc759FE51Aa03D1b471921CC60c4d624202BbeECD | 3,515.00 $MOCA
1684 | 0xe8D780e62b848f826476a229d267fE33cf6466e9 | 3,510.00 $MOCA
1685 | 0x720965FD7458C0b866F25378Bc838e429434EF65 | 3,510.00 $MOCA
1686 | 0xC6AD7148314c341221047AD3708F9660262F4BCC | 3,510.00 $MOCA
1687 | 0xF47a0da8Bb33e7AA7BBe791DBA0fddf6e6Ba7c40 | 3,500.00 $MOCA
1688 | 0xF8C6a818e4EB44301815e5D43C5B51C79583037C | 3,493.37 $MOCA
1689 | 0x81D07093abdc6B5215474ccDe4944C872565c66a | 3,450.00 $MOCA
1690 | 0xF1284ADfE43AeF3902091dAC77eB4F190a4270C4 | 3,450.00 $MOCA
1691 | 0x28434c16868358649cc158B676d9f4e48Aae20D5 | 3,448.30 $MOCA
1692 | 0xa060DbfC93E5C75Aa2c74F91Fe601465c031a65D | 3,441.12 $MOCA
